date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1/7/2016 16:00,28,17,148,121,153,42,546,248,176,361,237,272,696,97,181,793,28,439,8,55,20,49,388,4100,233,561,540,550,252,145,198,332,10861,1350,96,168,523,476,413,262,3619,61,65,7163,497,6218,188,2233,32,205,662,59,1605,192
1/7/2016 17:00,61,16,142,110,153,56,543,257,208,398,236,269,768,102,192,750,43,459,8,59,20,37,392,4135,229,563,516,385,262,146,204,325,10840,1351,93,164,513,486,414,261,3855,62,73,7310,524,6972,185,2294,32,205,646,33,1515,201
1/7/2016 18:00,12,15,163,102,160,47,551,254,223,393,243,304,725,104,201,686,60,440,10,57,20,26,390,4123,238,571,528,550,325,133,340,333,10651,1343,94,154,518,482,421,262,3703,61,70,7499,507,7505,186,2271,24,123,659,32,1474,195
1/7/2016 19:00,33,15,169,138,188,44,711,267,199,491,292,305,807,126,244,821,36,428,10,68,19,27,394,4363,238,586,536,660,272,126,269,338,10645,1347,94,159,512,486,425,261,3373,61,73,7739,545,7776,203,2278,32,246,645,46,1643,186
1/7/2016 20:00,74,17,176,171,264,51,876,340,239,570,411,363,949,170,311,974,51,442,12,73,20,35,396,4587,247,601,535,770,282,133,210,337,10753,1338,99,156,406,556,450,262,3930,64,101,7970,661,8227,239,2293,24,205,661,46,1629,182
1/7/2016 21:00,22,25,177,169,266,60,898,349,250,587,474,373,923,173,309,1028,64,427,13,71,20,42,394,4534,237,607,546,770,314,126,257,340,10836,1342,97,144,300,600,443,261,3527,67,103,7971,697,7796,248,2329,32,123,675,49,1956,182
1/7/2016 22:00,19,20,185,176,284,54,873,336,251,628,509,344,914,173,322,977,36,421,12,66,20,39,404,4550,248,598,547,825,335,133,210,339,10715,1359,100,144,299,590,448,262,3732,64,103,8073,666,8104,239,2340,24,246,448,53,2017,177
1/7/2016 23:00,74,20,185,181,305,51,966,305,255,634,431,362,931,173,330,945,37,410,12,64,19,32,409,4464,248,611,570,770,284,120,222,339,10767,1354,103,142,292,591,438,261,3569,68,98,7983,648,8242,235,2366,32,164,281,33,2184,186
2/7/2016 0:00,60,13,171,175,269,48,742,272,233,573,387,369,867,156,324,847,37,415,11,66,20,32,402,4122,236,600,557,715,294,133,216,337,10739,1353,103,142,291,549,446,262,3726,67,100,8071,661,8686,231,2330,24,205,277,46,2209,295
2/7/2016 1:00,46,11,164,150,207,64,607,255,190,514,359,299,802,156,292,920,53,414,13,70,20,35,400,2755,241,676,533,825,252,146,198,337,10724,1351,104,146,288,508,451,261,3998,64,104,7995,689,8885,237,2332,32,205,269,50,2239,347
2/7/2016 2:00,16,10,195,144,172,50,532,220,165,656,383,258,696,141,243,816,69,445,12,74,20,36,534,1193,238,765,531,715,242,172,174,334,10701,1353,104,142,285,522,449,262,4830,67,97,8192,1353,9535,718,1945,32,205,269,53,2199,248
2/7/2016 3:00,16,12,191,145,155,58,469,207,153,615,397,231,589,135,233,698,42,614,12,74,20,37,530,1092,248,937,554,825,252,218,174,333,10753,1339,103,142,276,495,441,261,4322,66,96,8234,1468,9856,822,1802,24,205,260,47,2009,199
2/7/2016 4:00,19,11,171,131,135,50,442,181,149,588,390,206,659,135,210,622,46,581,11,70,20,30,530,912,246,1021,533,770,262,178,162,335,10773,1334,104,145,272,561,446,262,5112,68,106,7644,805,10198,571,1650,32,164,263,46,2051,180
2/7/2016 5:00,16,193,149,100,107,59,433,121,126,529,378,164,554,125,175,505,38,516,9,66,19,31,540,910,245,1124,549,715,252,0,156,333,10709,1355,100,138,276,674,446,261,5446,66,104,7872,702,9204,517,1673,24,164,258,33,2065,199
2/7/2016 6:00,18,11,169,90,89,40,455,104,123,494,346,159,425,108,159,429,36,430,8,67,19,35,532,911,238,1185,534,715,366,0,156,331,10777,1361,107,137,277,706,435,262,5301,67,107,7805,678,9516,515,1668,32,123,265,48,2134,228
2/7/2016 7:00,16,9,170,95,100,44,463,121,113,349,275,163,375,130,156,482,36,479,8,64,19,29,516,893,249,1062,560,770,262,0,156,334,10710,1365,109,140,328,702,449,261,6138,66,103,7527,660,8050,524,1692,24,205,324,38,2278,197
2/7/2016 8:00,15,10,176,119,125,53,446,169,132,407,280,191,470,166,257,546,54,466,11,72,19,39,518,1208,238,1349,540,825,585,0,168,333,10802,1362,106,134,334,686,680,262,5498,67,361,7493,681,8496,497,2345,32,164,379,56,2304,212
2/7/2016 9:00,14,9,160,141,155,75,499,192,139,392,319,224,599,156,265,619,62,479,8,119,211,39,554,1304,266,1513,595,165,0,0,297,334,11071,1404,99,141,489,772,827,261,6328,65,449,7718,858,11389,483,2721,32,0,807,58,2344,524
2/7/2016 10:00,43,10,360,148,147,104,588,184,131,410,273,219,586,128,236,803,74,513,127,696,172,103,647,1339,284,1787,643,0,0,0,320,340,11154,1480,100,148,596,1028,1318,261,7072,464,452,7931,1797,11193,723,2700,24,0,1204,58,1492,571
2/7/2016 11:00,70,15,419,194,146,233,588,172,149,515,301,200,814,169,227,1108,87,524,846,821,217,103,803,2211,437,2131,636,0,0,0,356,333,11261,1510,97,144,588,1106,1215,262,7236,486,483,7449,2096,11266,596,3143,32,0,1505,109,1763,610
2/7/2016 12:00,67,15,395,206,163,290,636,196,163,551,340,216,870,220,249,1183,64,571,888,606,239,93,862,3083,491,2146,683,0,0,0,362,340,11427,1529,100,136,589,1109,1188,261,7503,432,491,7419,1661,10953,529,3322,32,0,1530,173,1702,595
2/7/2016 13:00,68,16,454,210,194,313,700,241,172,598,311,237,998,278,284,1305,58,563,866,411,230,118,905,3423,480,2264,697,0,0,0,338,347,11465,1546,99,148,600,1085,1154,262,8138,445,502,7647,1541,10922,491,3310,24,0,1545,137,1785,574
2/7/2016 14:00,95,16,395,194,204,284,609,240,199,604,324,254,1144,234,281,1341,56,589,173,160,237,97,851,3881,458,1950,661,0,0,0,320,351,11446,1550,102,146,643,1120,1072,261,8123,506,535,7820,1507,10795,578,3428,32,0,1468,75,2509,686
2/7/2016 15:00,66,16,340,189,191,155,576,192,177,442,265,231,1046,142,246,1227,50,710,105,433,234,69,845,4260,433,1803,679,0,0,0,321,352,11451,1534,98,169,640,1103,1049,262,7740,483,514,7712,1308,10452,559,3479,32,0,1495,86,2461,661
2/7/2016 16:00,88,15,407,219,166,226,593,190,147,427,286,219,1204,169,233,1591,72,674,125,212,215,106,823,4315,437,1991,717,0,0,0,350,348,11480,1548,94,175,633,1131,1062,261,7668,474,506,7768,1387,10163,515,3388,24,0,1307,169,2532,593
2/7/2016 17:00,67,16,442,214,154,300,587,198,157,452,265,192,1368,186,250,1365,106,690,138,178,214,94,844,4315,450,1747,688,0,0,0,338,347,11432,1576,96,164,616,1070,1062,262,7982,495,498,8011,1855,10307,571,3426,32,0,1193,118,2536,599
2/7/2016 18:00,92,16,425,205,174,301,560,224,166,471,265,209,1441,193,239,1382,107,681,105,130,218,96,937,4334,447,1745,684,0,0,0,186,347,11476,1545,97,163,613,1084,1073,261,8011,517,528,8532,2107,10854,751,3658,32,0,1311,91,3021,1000
2/7/2016 19:00,51,16,409,214,206,273,723,239,185,555,303,256,1517,230,281,1370,58,665,14,149,214,102,907,4480,473,1842,726,0,0,0,204,344,11441,1559,95,161,597,1110,1046,262,7446,667,533,8728,2179,12121,860,3484,215,0,1294,118,2817,1027
2/7/2016 20:00,49,16,376,250,301,222,796,308,245,684,412,418,1532,270,391,1327,64,525,16,121,206,104,874,4701,422,1722,735,0,0,0,180,346,11393,1553,97,154,621,1129,1055,261,7838,678,567,9249,2443,12281,989,3396,8,0,1385,176,2685,1056
2/7/2016 21:00,16,19,258,270,322,172,1042,386,267,749,508,497,1396,225,422,1357,75,413,18,107,196,84,794,4676,311,1547,697,0,0,0,162,339,11276,1520,98,155,611,1015,1007,262,8195,680,561,8955,2099,11619,962,3266,141,0,1153,122,2242,1073
2/7/2016 22:00,28,22,216,243,316,161,978,347,277,741,587,421,1343,198,405,1230,54,357,16,99,189,78,774,4635,266,1554,730,0,0,0,150,333,10841,1501,99,159,615,850,1004,261,7443,649,535,9088,2047,10649,903,3257,32,0,639,94,1909,911
2/7/2016 23:00,62,20,219,220,327,108,934,311,271,725,496,418,1318,181,408,1195,48,380,16,98,152,60,766,4514,248,1621,725,0,0,0,156,334,10670,1410,99,159,525,648,627,262,7140,673,527,8757,1904,10203,922,3279,230,0,433,99,2488,822
3/7/2016 0:00,18,20,188,208,310,71,802,303,233,659,502,415,939,168,372,1046,47,430,18,160,86,60,688,3354,243,1481,709,0,0,0,156,337,10611,1384,104,153,392,555,591,261,7815,651,506,8545,2135,9977,878,3157,90,0,342,168,2579,739
3/7/2016 1:00,57,11,184,174,264,101,634,252,196,606,536,377,748,163,317,1046,62,421,15,273,39,45,618,2284,238,1236,695,0,0,0,150,331,10592,1363,104,155,352,515,496,262,7965,606,486,8612,2031,9928,870,2719,32,0,292,129,2692,699
3/7/2016 2:00,18,10,195,156,191,72,518,201,163,671,422,298,645,139,254,967,78,467,12,150,18,47,600,2983,238,1437,580,715,647,0,150,328,10421,1341,103,157,341,527,526,261,7575,349,386,8499,1989,9875,859,2018,24,204,281,104,2499,797
3/7/2016 3:00,18,220,206,143,165,75,466,190,144,671,392,255,586,138,226,740,52,626,14,346,18,42,568,6186,226,1462,572,330,490,0,156,324,10392,1350,104,159,302,485,491,262,7139,177,193,8236,2012,10070,882,1789,32,164,282,90,2501,757
3/7/2016 4:00,17,147,182,134,144,70,442,171,129,626,375,222,638,137,204,661,48,616,13,131,18,32,562,5798,240,1422,569,330,501,0,126,328,10417,1336,104,158,291,477,526,261,6012,132,141,7777,1103,9454,686,1646,24,82,284,173,2408,702
3/7/2016 5:00,16,186,165,99,111,76,416,121,104,564,373,173,541,124,173,560,48,593,12,165,18,38,584,3340,232,1468,550,275,491,0,126,324,10387,1321,103,161,288,501,491,262,5708,115,115,8000,840,8884,626,1583,32,82,280,98,2261,596
3/7/2016 6:00,15,22,170,88,91,63,419,112,96,528,351,159,498,100,158,499,48,561,12,114,18,36,564,1398,242,1156,542,330,471,0,120,325,10388,1339,104,160,311,510,520,261,6227,111,114,8039,776,8564,694,1634,32,82,284,94,2270,507
3/7/2016 7:00,15,9,186,90,105,81,466,179,107,537,271,170,417,112,158,572,48,553,15,95,18,31,571,948,239,1284,561,770,928,0,126,331,10401,1336,103,160,347,601,498,261,6267,113,108,7697,775,8329,612,1580,24,82,360,56,2520,484
3/7/2016 8:00,14,11,201,120,151,90,523,471,128,439,263,210,505,154,254,620,66,508,13,93,19,38,681,1254,253,1528,556,605,1721,0,138,329,10612,1358,102,160,344,727,913,262,6310,112,342,7489,765,8841,522,2231,32,82,415,154,2430,509
3/7/2016 9:00,14,9,240,140,363,91,508,639,155,415,305,270,733,155,289,831,121,514,27,133,189,48,763,1345,256,1719,586,55,157,0,138,327,10720,1411,103,158,481,803,1099,261,6330,112,459,7456,906,10267,475,2508,32,41,780,67,2506,583
3/7/2016 10:00,67,9,388,241,407,106,629,688,148,479,329,273,1016,148,260,1306,510,582,597,200,174,101,1151,1379,305,1942,651,0,0,0,150,319,10899,1444,100,159,609,1027,1093,262,6959,501,468,7579,2091,10885,709,2440,24,0,1195,56,1663,640
3/7/2016 11:00,68,8,525,381,430,223,565,732,168,559,430,309,1238,277,274,1568,648,573,875,215,246,97,1494,2287,433,2233,641,0,0,0,215,341,11119,1469,99,161,631,1123,1169,261,6760,439,534,7465,2396,11869,668,3226,0,0,1614,67,1761,646
3/7/2016 12:00,66,8,550,418,430,284,615,712,181,652,432,306,1171,310,266,1499,397,625,887,181,238,101,1442,3153,500,2146,695,0,0,0,264,352,11314,1501,102,157,620,1158,1148,262,7481,404,553,7619,1886,11541,502,3580,0,0,1594,163,1810,653
3/7/2016 13:00,69,8,538,460,444,305,592,709,190,637,467,290,1176,328,270,1599,555,613,858,167,256,109,1471,3478,454,2193,670,0,0,0,210,350,11505,1524,104,158,598,1149,1104,261,7769,437,548,7792,1799,11302,515,3501,0,0,1502,84,1928,790
3/7/2016 14:00,71,9,505,426,472,282,467,692,205,599,468,312,1150,271,279,1707,562,645,189,142,248,120,1532,3932,474,2011,688,0,0,0,198,352,11392,1513,108,156,627,1160,1124,262,7593,423,532,8165,1760,11102,492,3655,0,0,1435,73,2639,675
3/7/2016 15:00,56,8,342,404,459,203,486,677,180,482,418,266,1044,187,231,1439,549,734,120,296,233,76,1516,4070,432,2176,688,0,0,0,257,341,11480,1499,107,150,622,1140,1024,261,7559,443,501,8335,1453,10823,503,3193,0,0,1351,76,2903,591
3/7/2016 16:00,33,12,455,391,441,261,488,694,171,452,393,252,1058,230,228,1613,726,731,122,173,233,99,1304,4316,440,2203,698,0,0,0,228,342,11700,1509,103,158,613,1177,1008,262,7682,465,490,8291,1515,10517,514,3159,0,0,1237,192,2672,799
3/7/2016 17:00,70,12,420,379,450,297,538,656,178,516,416,253,1048,265,250,1588,631,758,141,184,228,77,1227,4342,450,2223,676,0,0,99,228,354,11713,1523,107,157,610,1131,1026,261,8071,508,485,8501,1807,10709,574,3188,0,0,1180,99,2377,724
3/7/2016 18:00,102,12,442,367,447,285,573,664,189,503,447,244,856,281,251,1518,633,773,139,147,220,92,1280,4375,467,2287,648,0,0,0,174,346,11631,1525,103,155,588,1117,1029,262,7739,572,475,8891,2250,11547,753,3345,0,0,1245,74,2503,703
3/7/2016 19:00,23,14,460,318,447,298,714,634,214,599,445,257,878,306,306,1566,707,759,28,155,217,93,1289,4538,403,2247,681,0,0,0,174,353,11554,1529,95,149,645,1155,1046,261,7047,705,481,8681,2110,12400,866,3312,0,0,1267,124,2602,664
3/7/2016 20:00,67,16,421,314,525,262,889,710,255,750,497,396,1085,292,388,1588,828,552,20,124,198,97,1246,4779,361,2172,704,0,0,0,156,343,11617,1516,96,149,611,1160,990,262,7978,706,536,8974,2370,12467,1003,3257,0,0,1290,196,2265,720
3/7/2016 21:00,47,17,363,272,561,192,982,815,292,808,549,462,1238,259,435,1366,830,414,18,108,196,94,1016,4762,325,1846,691,0,0,0,168,339,11176,1511,101,154,561,1038,916,261,8506,729,558,8940,2193,11755,985,3356,0,0,1095,108,1845,673
3/7/2016 22:00,29,20,283,233,523,137,982,757,288,747,574,432,1353,233,419,1192,785,361,16,91,186,77,846,4740,298,1767,749,0,0,0,168,336,10977,1491,110,151,572,871,829,262,8098,737,533,8916,2096,10578,940,3226,0,0,655,102,1814,614
3/7/2016 23:00,74,19,253,217,503,124,988,753,269,700,537,413,1301,219,387,1081,796,355,17,93,185,59,815,4613,281,1620,695,0,0,0,168,332,10675,1425,110,145,498,661,624,261,6965,784,519,8851,2143,9756,917,3151,127,0,451,122,2328,603
4/7/2016 0:00,56,15,175,202,470,95,816,660,242,649,491,401,984,207,361,1040,787,411,23,228,103,54,778,3463,270,1565,673,0,0,0,168,338,10626,1385,109,151,388,575,569,262,8048,719,493,8702,2240,9793,874,3091,32,0,377,183,2381,614
4/7/2016 1:00,56,9,164,183,409,115,656,616,206,584,442,372,812,192,299,990,808,430,16,80,31,41,776,2348,257,1318,673,0,0,0,168,336,10606,1370,112,153,346,536,531,261,8159,657,480,8292,2023,9814,870,2702,24,0,301,129,2693,609
4/7/2016 2:00,20,8,186,165,341,88,489,335,149,683,394,309,840,149,244,832,761,471,16,95,19,44,739,2118,273,1492,571,660,699,0,168,336,10486,1359,108,156,336,525,500,262,7829,634,475,8378,2026,9762,861,1993,32,164,286,106,2435,538
4/7/2016 3:00,24,11,194,159,313,97,450,184,131,645,391,271,744,133,227,638,743,658,17,302,18,34,569,3619,265,1553,571,275,512,0,168,330,10528,1351,111,159,308,491,491,261,7460,489,231,8566,2079,10032,880,1838,32,164,280,102,2539,534
4/7/2016 4:00,22,220,166,152,309,86,415,177,115,610,375,233,664,130,197,587,730,640,17,83,20,39,544,3319,273,1361,576,330,522,0,144,330,10475,1330,109,159,287,479,523,261,6304,221,117,8255,1188,9468,696,1658,32,123,278,136,2411,721
4/7/2016 5:00,20,212,144,119,275,90,422,131,93,541,367,183,561,95,159,521,733,649,16,88,19,35,560,1181,267,1517,568,330,532,0,144,331,10450,1332,109,161,285,477,498,262,5933,153,111,8473,825,8960,637,1649,24,123,272,61,2423,836
4/7/2016 6:00,22,8,160,106,257,82,460,111,91,521,361,166,437,77,147,461,721,588,16,106,20,32,536,921,268,1419,558,330,511,0,138,326,10388,1336,110,159,302,489,518,261,5493,135,115,8153,743,8629,852,1665,32,82,263,68,2335,633
4/7/2016 7:00,17,8,172,115,269,97,470,144,97,515,300,173,425,95,161,492,740,553,18,239,19,39,544,917,262,1503,544,715,1084,0,138,335,10372,1349,109,157,338,572,494,262,6140,128,111,7908,719,8533,879,1604,32,41,323,50,2285,552
4/7/2016 8:00,20,11,185,141,326,103,505,560,119,435,273,200,522,140,261,533,795,503,17,412,20,39,720,1236,279,1794,572,550,835,0,150,332,10529,1374,108,158,337,712,896,261,5837,119,361,7434,771,9490,594,2303,24,123,395,56,2394,487
4/7/2016 9:00,18,7,190,156,410,106,568,716,147,411,304,268,742,145,281,705,916,545,31,764,194,46,816,1345,291,1921,568,110,0,0,156,325,10660,1435,104,160,487,796,1074,262,6236,119,451,7573,875,10081,522,2577,32,41,790,48,2408,419
4/7/2016 10:00,61,7,459,239,416,140,662,724,130,486,332,271,822,136,254,1161,937,636,400,777,171,92,1189,1360,316,1931,583,0,0,0,156,311,10865,1463,100,158,607,1039,1077,261,7106,500,469,7067,1827,10636,715,2426,24,41,1203,44,1600,437
4/7/2016 11:00,70,8,562,379,438,266,623,764,156,558,469,310,879,219,261,1793,994,590,898,674,230,105,1298,2304,420,2199,619,0,0,0,268,331,11012,1479,105,158,619,1120,1143,262,7679,450,492,7700,2117,10968,558,3105,8,0,1535,32,1666,459
4/7/2016 12:00,90,9,566,389,456,283,560,754,177,555,472,281,842,228,246,1698,960,629,904,580,219,103,1390,3178,442,2235,656,0,0,0,368,345,11374,1514,126,159,550,1154,1127,261,7729,393,487,7900,1681,10445,451,3116,0,0,1518,47,1656,438
4/7/2016 13:00,78,9,543,452,454,342,538,705,185,518,476,314,918,274,249,1819,948,616,882,544,225,111,1515,3422,429,2229,663,0,0,0,368,348,11475,1518,126,157,574,1161,1116,262,8159,383,512,7928,1634,10630,451,3204,0,0,1480,43,1722,444
4/7/2016 14:00,69,9,485,426,461,298,480,728,223,604,483,315,978,228,254,1711,937,651,151,515,224,96,1605,3876,420,2109,669,0,0,27,215,343,11596,1533,127,157,610,1157,1088,261,8134,401,550,7959,1613,10724,487,3182,142,0,1255,90,2145,463
4/7/2016 15:00,77,11,369,388,453,175,488,722,180,490,441,290,948,175,230,1508,908,754,129,523,210,78,1561,4022,388,2209,633,0,0,283,252,342,11577,1545,125,152,605,1145,1046,262,7660,376,561,7647,1393,10316,472,3308,32,0,1234,69,2347,495
4/7/2016 16:00,36,9,545,440,452,277,457,665,172,466,427,274,852,216,224,1623,892,722,152,408,223,118,1346,3977,395,2288,652,0,0,92,204,346,11622,1547,125,148,626,1152,1039,261,8212,450,541,7854,1429,10723,529,3086,0,0,1182,119,2393,419
4/7/2016 17:00,45,8,525,442,444,327,471,628,188,502,455,265,902,233,237,1658,857,742,69,155,211,90,1294,3936,445,2204,701,0,0,0,150,350,11607,1565,111,152,614,1111,1038,262,8716,518,546,8070,1744,11209,547,3239,0,0,1103,157,2256,474
4/7/2016 18:00,49,8,454,398,446,336,552,549,199,495,462,247,794,243,249,1708,915,774,22,389,206,93,1327,4000,391,2135,687,0,0,0,144,347,11622,1559,106,150,613,1133,1007,261,9152,561,606,8829,2058,11650,756,3393,0,0,1171,122,2493,533
4/7/2016 19:00,100,10,425,348,450,295,783,561,218,537,392,278,895,274,314,1587,903,682,21,642,215,94,1466,4153,416,2164,679,0,0,0,168,345,11607,1513,106,152,603,1145,1033,262,8480,659,594,9172,2164,12200,854,3329,0,0,1179,83,2625,637
4/7/2016 20:00,81,13,422,355,527,271,982,689,270,699,497,411,1141,286,385,1749,914,513,34,703,212,107,1443,4380,399,2115,666,0,0,0,180,342,11573,1503,105,147,617,1160,1017,261,8642,697,598,9842,2372,12237,918,3377,0,0,1180,115,2255,688
4/7/2016 21:00,41,16,349,311,559,214,1098,746,269,778,536,465,1213,244,409,1578,909,422,29,796,193,94,1242,4389,350,1867,677,0,0,0,180,339,11362,1479,103,143,555,1027,949,262,9097,710,572,9251,2222,11301,933,3343,0,0,1034,157,1747,955
4/7/2016 22:00,27,20,333,275,520,127,1102,753,273,704,553,443,1285,222,391,1297,883,383,24,465,199,92,1116,4277,320,1916,630,0,0,0,192,341,11032,1461,104,141,533,875,893,261,8213,693,550,9014,2071,10498,963,3390,0,0,648,134,1755,896
4/7/2016 23:00,63,121,268,260,502,102,1010,738,260,688,522,427,1228,203,381,1220,884,369,20,157,162,68,829,4161,291,1855,700,0,0,0,198,343,10821,1394,103,143,494,674,794,262,7690,282,535,8931,1995,9746,977,3255,82,0,490,86,2300,838
5/7/2016 0:00,55,332,205,244,471,88,859,704,242,632,508,441,932,186,363,1106,866,402,25,250,106,61,598,3064,277,1768,706,0,0,0,180,343,10754,1398,100,137,398,560,593,261,8686,525,506,9039,2184,9873,910,3203,39,0,361,148,2527,790
5/7/2016 1:00,46,327,194,191,437,101,744,647,203,550,437,387,802,172,295,1027,808,425,24,295,39,45,591,2071,270,1630,637,0,0,0,180,339,10777,1361,105,136,351,516,507,261,8878,618,481,8774,1976,9795,896,2801,32,0,305,162,2561,714
5/7/2016 2:00,32,326,194,173,376,82,543,358,152,618,419,285,738,149,249,844,745,468,20,153,21,39,562,2857,281,1440,615,660,699,0,174,334,10734,1335,102,140,347,513,504,262,8336,561,484,8721,1939,9997,897,2028,24,164,294,145,2355,558
5/7/2016 3:00,58,328,208,170,350,82,442,192,129,617,385,263,673,137,236,679,745,647,22,317,20,37,562,6133,277,1486,588,330,522,0,180,326,10753,1347,102,146,335,493,527,261,7572,158,477,8644,1970,9865,897,1844,32,164,289,77,2486,520
5/7/2016 4:00,27,327,184,168,328,76,436,184,120,600,376,234,621,139,206,669,723,646,22,270,20,31,558,5786,285,1447,586,275,522,0,162,328,10806,1355,104,140,299,469,500,262,6088,148,185,8695,1192,9101,643,1642,24,164,290,114,2284,513
5/7/2016 5:00,73,328,159,133,294,80,461,139,93,543,372,191,513,93,170,542,725,620,21,256,20,36,566,3921,280,1272,607,330,533,0,150,329,10695,1351,104,141,287,505,494,261,5693,133,129,8496,845,8391,580,1671,32,41,292,150,2185,497
5/7/2016 6:00,74,324,157,117,279,71,420,122,94,480,366,172,429,79,160,447,726,639,22,111,20,32,538,1518,277,1419,565,330,553,0,150,329,10710,1356,105,150,289,490,528,262,5582,112,129,8369,792,8283,834,1660,32,82,291,99,2073,607
5/7/2016 7:00,71,324,182,124,292,84,452,190,101,508,326,188,398,93,168,527,746,603,22,297,20,34,550,935,267,1489,578,550,1595,0,150,328,10627,1354,103,147,315,599,500,261,6927,111,125,7863,787,8177,674,1645,24,82,366,40,2391,520
5/7/2016 8:00,56,325,188,148,349,90,519,556,127,434,285,205,491,141,256,575,758,534,24,160,20,40,802,1253,274,1898,585,605,845,0,162,327,10846,1378,108,147,343,735,794,262,6447,107,374,7921,768,8511,632,2374,32,82,436,64,2220,424
5/7/2016 9:00,55,324,200,171,398,87,521,704,144,391,307,271,696,141,296,733,882,538,20,515,189,48,974,1324,300,1969,596,110,0,0,168,327,10914,1424,105,149,478,806,871,261,6877,109,465,7879,901,9892,490,2452,32,41,818,98,1845,616
5/7/2016 10:00,47,323,402,260,441,114,622,710,145,439,352,260,909,150,245,1296,885,609,353,926,168,92,1231,1351,332,1944,591,0,0,0,168,323,10987,1451,99,149,599,1038,941,262,7882,443,481,7533,1803,10301,694,2673,16,0,1188,77,1659,658
